wget
370932.8104
439090.0759
424672.1928
1031533.999
491518.7417
2293754.128
1730145.971
1690824.471
452197.2424
2110253.798
271318.3454
314571.9947
384039.9769
410254.3097
469236.5588
495450.8916
1939860.634
496761.6083
449575.8091
403700.7265
440400.7926
458750.8256
454818.6757
432536.4927
433847.2093
368311.3771
412875.743
294911.245
433847.2093
445643.6591
311950.5614
425982.9095
378797.1103
353893.494
398457.8599
380107.8269
237239.7127
340786.3276
410254.3097
412875.743
440400.7926
431225.7761
1795681.803
467925.8421
422050.7595
433847.2093
412875.743
387972.1268
405011.4432
524286.6578
435157.926
483654.4418
1310716.645
1036778.66
387972.1268
432536.4927
428604.3428
435157.926
367000.6605
372243.5271
437779.3593
395836.4267
2582111.79
470547.2754
260832.6123
448265.0924
381418.5436
410254.3097
328989.8778
369622.0938
402390.0099
365689.9438
460061.5422
1559752.807
411565.0264
359136.3606
327679.1611
1507324.141
407632.8765
372243.5271
376175.677
352582.7774
3853506.35
1520431.308
389282.8434
353893.494
1717038.804
372243.5271
357825.644
373554.2437
384039.9769
382729.2602
369622.0938
361757.7939
402390.0099
1101001.981
432536.4927
370932.8104
334232.7444
360447.0773
391904.2767
427293.6261
1756363.04
331611.3111
334232.7444
372243.5271
346029.1942
374864.9603
418118.6096
370932.8104
331611.3111
1268773.712
262143.3289
397147.1433
356514.9273
336854.1777
352582.7774
382729.2602
339475.6109
364379.2272
328989.8778
1992289.3
357825.644
380107.8269
395836.4267
1468002.642
1468002.642
1533538.474
382729.2602
356514.9273
505936.6248
380107.8269
361757.7939
397147.1433
390593.5601
385350.6935
347339.9108
365689.9438
406322.1598
315882.7113
365689.9438
309329.1281
418118.6096
372243.5271
1454895.475
263454.0456
325057.7279
292289.8117
296221.9617
374864.9603
367000.6605
454818.6757
334232.7444
377486.3936
351272.0607
1363145.31
1612181.473
382729.2602
323747.0112
405011.4432
494140.175
360447.0773
326368.4445
408943.5931
369622.0938
395836.4267
391904.2767
1106244.848
374864.9603
357825.644
377486.3936
378797.1103
1520431.308
1756360.304
384039.9769
356514.9273
267386.1955
349961.3441
376175.677
1651502.972
945026.7007
348650.6275
287046.9452
328989.8778
283114.7952
370932.8104
394525.71
667154.7721
298843.395
374864.9603
336854.1777
364379.2272
339475.6109
305396.9782
410254.3097
292289.8117
1533538.474
344718.4775
402390.0099
1144255.631
328989.8778
340786.3276
356514.9273
389282.8434
349961.3441
1145566.347
387972.1268
374864.9603
355204.2107
1717038.804
1336930.977
425982.9095
1585967.14
432536.4927
462682.9755
313261.278
416807.893
457440.109
410254.3097
402390.0099
473168.7087
495450.8916
444332.9425
420740.0429
436468.6426
446954.3758
482343.7252
403700.7265
1599074.306
395836.4267
402390.0099
2005396.466
1428681.143
503315.1915
428604.3428
454818.6757
412875.743
414186.4597
498072.3249
450886.5257
444332.9425
3814184.36
427293.6261
441711.5092
386661.4101
407632.8765
2791826.453
407632.8765
437779.3593
416807.893
384039.9769
1913646.301
373554.2437
376175.677
419429.3263
369622.0938
461372.2589
416807.893
423361.4762
293600.5284
456129.3923
418118.6096
401079.2932
420740.0429
410254.3097
313261.278
381418.5436
304086.2615
384039.9769
1494216.975
355204.2107
334232.7444
385350.6935
1017116.116
405011.4432
259521.8956
328989.8778
406322.1598
433847.2093
1808788.969
503315.1915
408943.5931
1756360.304
377486.3936
224132.5462
171703.8804
374864.9603
352582.7774
478411.5753
407632.8765
374864.9603
390593.5601
1966074.967
406322.1598
355204.2107
416807.893
408943.5931
